project_id,company_id,project_name,start_date,completion_date,project_status,automation_type,robots_deployed,budget_usd,annual_savings_usd,roi_percent,department,implementation_partner,country,industry,employee_hours_saved,ai_enabled,cloud_deployment
PRJ-0001086,COMP-0004,Email Automation Engine,2021-10-12,2022-05-27,In Progress,Digital Process Automation,34,649776.28,1684285.1,259.21,Legal,Accenture,Brazil,Manufacturing,8184,true,true
PRJ-0001087,COMP-0146,Sales Order Processing Module,2023-05-16,2023-04-28,Planning,Cognitive Automation,71,1518331.09,1314267.39,86.56,Sales,EY,Canada,Energy,24728,false,true
PRJ-0001088,COMP-0064,Credit Risk Analysis Module,2023-12-03,2025-01-20,Completed,Robotic Process Automation,98,131684.25,105057.69,79.78,Customer Service,Infosys,Poland,Telecom,18012,true,true
PRJ-0001089,COMP-0067,Customer Service Bot Platform,2023-03-11,2024-02-22,Failed,Robotic Process Automation,74,1493709.67,165054.92,11.05,Sales,BCG,Poland,Manufacturing,10347,false,false
PRJ-0001090,COMP-0082,Vendor Management Engine,2020-01-26,2021-05-16,Completed,AI + RPA,35,1580472.89,3808623.57,240.98,Legal,Tata Consultancy Services,United States,Healthcare,3408,false,false
PRJ-0001091,COMP-0134,Trade Reconciliation Automation,2021-07-07,2022-10-28,Completed,AI + RPA,64,840786.85,2944267.39,350.18,Customer Service,KPMG,Australia,Pharma,5369,true,true
PRJ-0001092,COMP-0018,Customer Onboarding KYC Tool,2022-01-19,2023-07-10,Failed,AI + RPA,68,132127.71,-19779.52,-14.97,Legal,Infosys,Brazil,Retail,8275,false,true
PRJ-0001093,COMP-0172,Order Management Tool,2023-09-26,2023-07-16,Failed,Cognitive Automation,95,1868824.17,-24668.48,-1.32,Customer Service,Cognizant,United States,Retail,12138,false,true
PRJ-0001094,COMP-0130,Report Generation Module,2022-05-19,2024-04-05,In Progress,AI + RPA,18,1490641.79,693595.62,46.53,Sales,PwC,United States,Banking,22338,false,true
PRJ-0001095,COMP-0051,Loan Processing Bot,2022-02-18,2023-11-28,In Progress,AI + RPA,52,1780035.38,3944914.41,221.62,Customer Service,EY,Brazil,Telecom,22352,true,false
PRJ-0001096,COMP-0047,Claims Processing Module,2023-02-09,2024-09-16,Completed,Digital Process Automation,17,896873.15,2310255.55,257.59,Marketing,Infosys,France,Energy,13950,true,true
PRJ-0001097,COMP-0087,Returns Processing Pipeline,2023-07-28,2025-08-02,In Progress,Robotic Process Automation,9,1482617.75,3220097.49,217.19,Marketing,PwC,France,Telecom,5129,false,false
PRJ-0001098,COMP-0001,Inventory Management System,2023-12-06,2023-01-01,Planning,AI + RPA,73,757301.63,359263.89,47.44,Human Resources,EY,United Kingdom,Healthcare,11126,true,true
PRJ-0001099,COMP-0065,Loan Processing Platform,2021-02-25,2023-08-01,In Progress,Intelligent Process Automation,64,768826.68,761292.18,99.02,Legal,KPMG,Canada,Retail,4729,false,false
PRJ-0001100,COMP-0076,Sales Order Processing Engine,2020-07-21,2021-06-05,Planning,Digital Process Automation,92,1290955.02,1633574.48,126.54,Operations,Accenture,Germany,Telecom,6046,true,true
PRJ-0001101,COMP-0087,Audit Trail Module,2021-03-13,2023-10-18,On Hold,Intelligent Process Automation,16,791468.24,708997.25,89.58,Customer Service,IBM,Poland,Manufacturing,23432,true,false
PRJ-0001102,COMP-0138,Vendor Management Tool,2023-12-16,2024-06-07,Failed,Cognitive Automation,77,702036.04,-173051.88,-24.65,Marketing,Tata Consultancy Services,Netherlands,Logistics,3981,false,true
PRJ-0001103,COMP-0174,Credit Risk Analysis Framework,2022-05-16,2022-06-11,Planning,Cognitive Automation,24,1065588.17,1843680.65,173.02,Marketing,KPMG,Japan,Manufacturing,7154,false,false
PRJ-0001104,COMP-0160,Data Migration System,2020-09-01,2022-06-28,Completed,Digital Process Automation,86,1639575.74,5829019.67,355.52,IT,Deloitte,Germany,Retail,11350,true,false
PRJ-0001105,COMP-0165,Accounts Payable Automation,2023-12-26,2024-07-18,In Progress,Intelligent Process Automation,99,317516.48,169236.28,53.3,Operations,Cognizant,France,Logistics,14369,false,true
PRJ-0001106,COMP-0043,Sales Order Processing Automation,2023-12-01,2024-12-04,Planning,Robotic Process Automation,34,1154919.49,295428.41,25.58,Finance,Accenture,Poland,Healthcare,5137,true,true
PRJ-0001107,COMP-0096,Risk Assessment Engine,2020-02-01,2021-06-06,Failed,Intelligent Process Automation,40,691427.86,-253823.17,-36.71,IT,KPMG,Singapore,Retail,21971,false,false
PRJ-0001108,COMP-0149,Contract Management Tool,2023-02-14,2025-11-19,Completed,Intelligent Process Automation,12,885653.41,2766958.38,312.42,Operations,Deloitte,Singapore,Healthcare,11031,false,true
PRJ-0001109,COMP-0050,Order Management Module,2020-03-23,2022-07-13,On Hold,AI + RPA,79,1846884.72,5615268.3,304.04,Human Resources,BCG,Canada,Retail,13716,true,false
PRJ-0001110,COMP-0041,Financial Reconciliation Solution,2022-03-27,2024-05-22,Planning,Digital Process Automation,74,491224.81,515736.93,104.99,Legal,Wipro,United States,Technology,12874,true,true
PRJ-0001111,COMP-0158,Inventory Management Framework,2020-01-16,2020-03-18,Completed,Robotic Process Automation,49,1653863.7,1463173.22,88.47,Supply Chain,Deloitte,Australia,Retail,1974,true,false
PRJ-0001112,COMP-0018,Invoice Processing Solution,2021-07-28,2022-12-12,In Progress,Digital Process Automation,88,1796048.15,6089501.25,339.05,Operations,Capgemini,France,Logistics,18594,true,false
PRJ-0001113,COMP-0099,Fraud Detection Framework,2020-02-22,2022-06-12,On Hold,Intelligent Process Automation,13,968303.22,846103.35,87.38,Finance,Tata Consultancy Services,Poland,Manufacturing,15057,false,false
PRJ-0001114,COMP-0196,Payroll Automation Automation,2022-09-23,2024-04-22,Failed,Cognitive Automation,37,388664.29,-141279.47,-36.35,Legal,KPMG,Poland,Energy,17676,true,true
PRJ-0001115,COMP-0073,Sales Order Processing Solution,2022-04-02,2022-05-23,In Progress,Intelligent Process Automation,19,1005963.76,1992110.03,198.03,IT,KPMG,United States,Healthcare,14851,true,false
PRJ-0001116,COMP-0163,Compliance Monitoring Automation,2022-11-03,2024-06-09,In Progress,AI + RPA,47,1979661.18,5405266.89,273.04,Sales,KPMG,Poland,Logistics,14694,true,false
PRJ-0001117,COMP-0008,Trade Reconciliation Framework,2020-04-26,2021-07-10,Failed,Digital Process Automation,92,695347.19,101798.83,14.64,Customer Service,BCG,India,Manufacturing,15775,true,false
PRJ-0001118,COMP-0150,Customer Onboarding KYC Module,2023-01-25,2025-10-07,Completed,Digital Process Automation,85,609275.84,504785.03,82.85,Operations,Cognizant,India,Logistics,18566,false,false
PRJ-0001119,COMP-0136,Customer Service Bot System,2020-08-06,2021-12-16,On Hold,AI + RPA,14,775333.78,214534.86,27.67,Compliance,Capgemini,Netherlands,Retail,22084,false,true
PRJ-0001120,COMP-0123,Email Automation Framework,2020-04-04,2022-11-14,Planning,AI + RPA,9,1973391.31,2619479.62,132.74,Customer Service,KPMG,United States,Pharma,23292,true,true
PRJ-0001121,COMP-0160,Customer Onboarding KYC Engine,2020-11-11,2020-09-03,On Hold,Intelligent Process Automation,47,439889.13,871816.27,198.19,Operations,BCG,Poland,Technology,15395,false,true
PRJ-0001122,COMP-0062,Expense Reporting System,2020-03-28,2020-02-20,In Progress,Robotic Process Automation,21,1600334.33,4992082.91,311.94,Supply Chain,KPMG,India,Energy,20709,false,false
PRJ-0001123,COMP-0016,Invoice Processing Framework,2022-10-04,2023-08-24,Completed,AI + RPA,58,1241658.12,1492597.23,120.21,Human Resources,KPMG,Japan,Healthcare,23452,false,false
PRJ-0001124,COMP-0199,Trade Reconciliation Framework,2023-12-17,2023-10-13,Failed,Cognitive Automation,100,440881.54,-133322.58,-30.24,Compliance,EY,Netherlands,Pharma,11757,false,true
PRJ-0001125,COMP-0157,Compliance Monitoring Tool,2022-07-08,2022-12-18,Planning,Robotic Process Automation,9,472605.37,1499907.66,317.37,Sales,EY,Poland,Insurance,12389,false,true
PRJ-0001126,COMP-0083,Fraud Detection System,2023-03-06,2023-10-19,Failed,Cognitive Automation,56,1598277.19,463500.39,29.0,Sales,BCG,Japan,Retail,8166,true,false
PRJ-0001127,COMP-0161,Workflow Orchestration Engine,2020-11-20,2021-01-05,On Hold,Robotic Process Automation,50,546748.55,403992.5,73.89,Sales,BCG,Australia,Insurance,16696,false,true
PRJ-0001128,COMP-0193,Master Data Management Framework,2021-01-06,2022-04-03,Failed,Digital Process Automation,52,1231003.14,-515544.12,-41.88,Sales,EY,India,Healthcare,23852,false,true
PRJ-0001129,COMP-0120,Workflow Orchestration Pipeline,2020-01-16,2021-11-13,Planning,Intelligent Process Automation,92,853813.28,1962062.92,229.8,Human Resources,KPMG,Poland,Healthcare,21601,false,true
PRJ-0001130,COMP-0013,IT Service Management Solution,2022-01-02,2023-12-12,In Progress,Digital Process Automation,40,1014993.91,2337429.48,230.29,Human Resources,Tata Consultancy Services,Canada,Technology,21859,false,false
PRJ-0001131,COMP-0013,Billing Automation Pipeline,2023-06-19,2025-05-18,In Progress,Cognitive Automation,59,1959107.86,5434957.03,277.42,Human Resources,Deloitte,Germany,Retail,14467,false,false
PRJ-0001132,COMP-0198,Email Automation System,2023-01-26,2025-11-21,Planning,Robotic Process Automation,41,1916095.84,5600939.75,292.31,IT,PwC,United Kingdom,Banking,3131,false,false
PRJ-0001133,COMP-0124,Payroll Automation Platform,2020-05-15,2022-08-28,Failed,Robotic Process Automation,36,139440.47,40381.96,28.96,Finance,Accenture,Australia,Pharma,18066,false,false
PRJ-0001134,COMP-0188,Quality Assurance Module,2020-08-15,2022-10-14,Completed,Cognitive Automation,36,422792.37,780770.67,184.67,Legal,PwC,Canada,Technology,22545,true,true
PRJ-0001135,COMP-0085,Data Validation Platform,2022-02-09,2024-06-21,Completed,Digital Process Automation,83,241106.62,85568.74,35.49,IT,Accenture,United Kingdom,Insurance,24717,false,false
PRJ-0001136,COMP-0033,Fraud Detection Solution,2021-12-11,2022-09-25,On Hold,Digital Process Automation,18,1803730.68,1007744.33,55.87,Marketing,Wipro,Germany,Technology,2036,true,false
PRJ-0001137,COMP-0043,IT Service Management Bot,2023-09-06,2023-06-28,In Progress,AI + RPA,41,176079.36,446290.75,253.46,Marketing,Accenture,Poland,Manufacturing,21757,true,false
PRJ-0001138,COMP-0152,HR Onboarding System,2023-09-25,2023-05-01,Completed,Cognitive Automation,36,393610.32,1106989.66,281.24,Sales,PwC,France,Healthcare,23490,false,true
PRJ-0001139,COMP-0070,IT Service Management Platform,2020-08-15,2021-03-04,Failed,AI + RPA,83,1937997.71,-218412.34,-11.27,Compliance,Deloitte,France,Logistics,15014,true,true
PRJ-0001140,COMP-0027,Invoice Processing System,2020-06-23,2022-11-10,Completed,Digital Process Automation,77,1117836.61,1884225.39,168.56,Supply Chain,EY,Germany,Insurance,15964,true,false
PRJ-0001141,COMP-0076,Sales Order Processing Solution,2022-01-02,2022-12-06,On Hold,Cognitive Automation,6,1293684.93,2752573.43,212.77,Customer Service,Capgemini,France,Retail,2541,true,true
PRJ-0001142,COMP-0169,Purchase Order Processing Bot,2023-08-04,2025-09-26,Planning,Digital Process Automation,69,473239.92,1575226.4,332.86,Legal,PwC,United States,Healthcare,22932,true,false
PRJ-0001143,COMP-0059,Master Data Management System,2022-01-21,2022-05-23,Completed,Digital Process Automation,13,1456480.64,454858.9,31.23,Operations,Infosys,United States,Insurance,23321,true,false
PRJ-0001144,COMP-0072,Email Automation Tool,2023-02-26,2023-07-01,In Progress,Robotic Process Automation,83,1573184.0,3823466.39,243.04,Legal,Tata Consultancy Services,India,Logistics,15113,false,true
PRJ-0001145,COMP-0158,Regulatory Reporting Framework,2020-04-12,2020-07-06,On Hold,Digital Process Automation,9,1651533.22,4157734.88,251.75,Sales,Capgemini,Netherlands,Energy,9111,true,false
PRJ-0001146,COMP-0028,Claims Processing Bot,2023-03-05,2025-10-17,In Progress,Intelligent Process Automation,82,274541.63,790707.35,288.01,Sales,Accenture,United Kingdom,Manufacturing,17635,true,true
PRJ-0001147,COMP-0086,Fraud Detection Platform,2021-06-02,2022-06-05,Failed,Cognitive Automation,12,533658.52,126904.0,23.78,Finance,Deloitte,Canada,Logistics,23410,true,false
PRJ-0001148,COMP-0138,Claims Processing Solution,2020-12-13,2021-12-05,Completed,Robotic Process Automation,42,1573823.88,2555575.22,162.38,Finance,Capgemini,Brazil,Banking,7229,true,true
PRJ-0001149,COMP-0066,Audit Trail Pipeline,2020-02-26,2020-09-17,In Progress,Intelligent Process Automation,46,521302.95,434506.01,83.35,Marketing,Accenture,Netherlands,Manufacturing,8922,false,false
PRJ-0001150,COMP-0138,Customer Onboarding KYC System,2021-12-20,2021-06-25,Failed,Cognitive Automation,62,1412843.52,-324530.16,-22.97,Marketing,Infosys,France,Banking,1583,false,false
PRJ-0001151,COMP-0180,Tax Filing Framework,2020-09-24,2022-09-26,Failed,Intelligent Process Automation,32,1240988.89,-537596.39,-43.32,Finance,IBM,United Kingdom,Energy,13252,false,true
PRJ-0001152,COMP-0178,Regulatory Reporting Tool,2020-04-19,2021-09-07,In Progress,Robotic Process Automation,15,1010489.3,1272812.32,125.96,IT,Wipro,Canada,Healthcare,501,false,true
PRJ-0001153,COMP-0091,Quality Assurance Module,2023-03-08,2025-02-12,In Progress,Intelligent Process Automation,66,1858922.06,3641814.21,195.91,Finance,EY,Netherlands,Manufacturing,1812,true,false
PRJ-0001154,COMP-0186,Asset Tracking Engine,2021-05-24,2022-06-10,On Hold,Robotic Process Automation,8,1897343.31,2235449.89,117.82,Marketing,Deloitte,Brazil,Technology,21211,false,false
PRJ-0001155,COMP-0036,Invoice Processing System,2021-12-03,2022-10-15,In Progress,AI + RPA,16,715145.46,1360778.78,190.28,Customer Service,Capgemini,United Kingdom,Telecom,8044,false,false
PRJ-0001156,COMP-0106,Employee Offboarding Tool,2022-03-26,2022-11-06,Failed,Cognitive Automation,83,461162.61,46623.54,10.11,IT,Wipro,Japan,Healthcare,18079,true,true
PRJ-0001157,COMP-0169,Tax Filing Automation,2022-04-01,2024-06-12,In Progress,Cognitive Automation,68,389071.3,816115.96,209.76,Human Resources,Cognizant,Poland,Telecom,1708,false,true
PRJ-0001158,COMP-0152,Billing Automation Platform,2020-06-19,2021-05-01,Failed,AI + RPA,56,1860993.46,-469900.85,-25.25,IT,Accenture,Germany,Logistics,908,false,true
PRJ-0001159,COMP-0017,Data Validation Engine,2020-05-28,2020-09-24,Completed,Digital Process Automation,27,1064118.71,1321954.67,124.23,Customer Service,EY,Australia,Banking,11926,true,true
PRJ-0001160,COMP-0164,Workflow Orchestration Module,2022-08-07,2023-02-25,Planning,AI + RPA,34,283764.7,515345.07,181.61,Marketing,Capgemini,Poland,Insurance,2198,true,true
PRJ-0001161,COMP-0164,Procure to Pay Module,2020-02-06,2021-10-09,On Hold,Cognitive Automation,78,1081672.62,615039.05,56.86,Human Resources,KPMG,Brazil,Energy,1815,true,false
PRJ-0001162,COMP-0115,IT Service Management Bot,2020-07-20,2022-10-04,Failed,Intelligent Process Automation,71,619698.4,-275951.7,-44.53,Finance,Accenture,United Kingdom,Logistics,23071,false,false
PRJ-0001163,COMP-0181,Document Processing Framework,2021-03-27,2023-08-07,In Progress,Cognitive Automation,41,196982.22,720935.23,365.99,Human Resources,Deloitte,Netherlands,Retail,5036,false,false
PRJ-0001164,COMP-0036,HR Onboarding Engine,2021-01-15,2022-05-23,Completed,Cognitive Automation,76,991320.18,1818576.87,183.45,Supply Chain,IBM,Japan,Energy,23713,false,false
PRJ-0001165,COMP-0029,Vendor Management System,2020-11-25,2020-09-21,Planning,Cognitive Automation,10,1670264.22,2735558.74,163.78,Compliance,Infosys,Singapore,Insurance,2398,false,true
PRJ-0001166,COMP-0073,Master Data Management Tool,2022-05-21,2022-06-23,On Hold,AI + RPA,85,1389299.29,3985899.66,286.9,Finance,KPMG,Japan,Banking,13166,true,true
PRJ-0001167,COMP-0015,Returns Processing Bot,2022-05-26,2023-11-03,In Progress,Intelligent Process Automation,66,1367798.83,2751190.57,201.14,Legal,BCG,India,Logistics,2221,false,false
PRJ-0001168,COMP-0127,Quality Assurance Solution,2020-12-05,2022-10-02,Failed,Cognitive Automation,96,946552.82,16186.05,1.71,Human Resources,BCG,Canada,Pharma,23471,false,true
PRJ-0001169,COMP-0132,Audit Trail Solution,2020-04-24,2021-12-16,Planning,Cognitive Automation,32,1374041.78,1135370.72,82.63,Finance,Deloitte,United States,Retail,3707,true,true
PRJ-0001170,COMP-0149,Billing Automation Platform,2020-11-01,2022-07-01,In Progress,Intelligent Process Automation,61,1764287.89,189308.09,10.73,Human Resources,Capgemini,United Kingdom,Logistics,11940,false,true
PRJ-0001171,COMP-0121,Expense Reporting Framework,2023-08-17,2023-01-02,On Hold,Robotic Process Automation,72,1279641.19,2091189.63,163.42,Customer Service,Deloitte,Japan,Telecom,20874,true,false
PRJ-0001172,COMP-0043,Quality Assurance Automation,2022-04-09,2022-03-18,Planning,Intelligent Process Automation,50,1796978.38,2155834.96,119.97,Operations,PwC,Japan,Banking,24917,false,true
PRJ-0001173,COMP-0200,Loan Processing Engine,2020-01-18,2020-09-12,Completed,Cognitive Automation,5,1126403.67,123679.12,10.98,Customer Service,Deloitte,Japan,Energy,12558,true,true
PRJ-0001174,COMP-0001,Returns Processing Automation,2020-02-19,2020-10-10,In Progress,Robotic Process Automation,75,1810214.0,488576.76,26.99,Sales,Deloitte,United Kingdom,Insurance,8434,true,false
PRJ-0001175,COMP-0092,Compliance Monitoring Bot,2022-01-17,2023-07-18,Failed,Intelligent Process Automation,49,1426437.29,-362315.07,-25.4,Supply Chain,Tata Consultancy Services,Canada,Logistics,13430,false,true
PRJ-0001176,COMP-0094,Workflow Orchestration Automation,2022-05-03,2023-11-24,In Progress,Intelligent Process Automation,63,1777884.41,2831280.92,159.25,Human Resources,Tata Consultancy Services,Japan,Technology,20613,false,true
PRJ-0001177,COMP-0191,Order Management Platform,2023-03-03,2024-10-18,On Hold,AI + RPA,68,1639175.57,5267818.53,321.37,Finance,Cognizant,United Kingdom,Telecom,9266,false,true
PRJ-0001178,COMP-0118,Document Processing Solution,2023-08-17,2025-01-17,Planning,Digital Process Automation,79,797270.5,2340547.01,293.57,Finance,Cognizant,Netherlands,Healthcare,2182,true,true
PRJ-0001179,COMP-0104,Expense Reporting Framework,2022-03-28,2022-08-12,Completed,Cognitive Automation,85,248549.42,936708.2,376.87,Compliance,Accenture,Brazil,Retail,4844,true,false
PRJ-0001180,COMP-0092,Quality Assurance Module,2020-04-11,2020-08-02,Planning,Cognitive Automation,78,635223.54,1603621.83,252.45,Supply Chain,Capgemini,United States,Technology,21067,true,true
PRJ-0001181,COMP-0153,Fraud Detection Pipeline,2021-10-28,2022-09-03,On Hold,Intelligent Process Automation,61,1794281.23,1146545.71,63.9,Legal,Cognizant,Poland,Energy,14996,true,true
PRJ-0001182,COMP-0117,Customer Onboarding KYC Module,2022-12-05,2023-11-20,Planning,Robotic Process Automation,15,1068050.9,2804167.64,262.55,Sales,KPMG,France,Healthcare,21214,true,false
PRJ-0001183,COMP-0068,IT Service Management Module,2020-03-09,2022-10-24,Failed,Intelligent Process Automation,61,1945842.42,-535301.25,-27.51,Human Resources,Capgemini,France,Healthcare,8160,true,false
PRJ-0001184,COMP-0151,Inventory Management Framework,2021-03-18,2022-04-03,Failed,Cognitive Automation,97,1963087.86,-608557.24,-31.0,Customer Service,Infosys,Japan,Energy,19887,false,false
